35.62,39.83,41.44,42.3
35.4,41.0,43.6,45.15
28.84,34.1,36.29,37.67
38.06,42.55,44.57,45.37
30.44,33.56,35.35,36.29
27.1,33.26,35.67,36.75
28.89,32.82,34.68,35.85
33.02,36.48,38.06,38.97
